ID,Instrument,EntryTime,Type,EntryPrice,ExitTime,ExitPrice,Result,PnL,Commission,NetPnL,MAE,MFE,Setup,Attempt,RiskReward,DeltaAtEntry,DeltaDirection,SessionDelta,DeltaAtTP1
14.2,MNQ 03-26,2025-12-04 05:47:00,Short,25940.2409440176,2025-12-04 10:08:00,25940.2409440176,SL_Short_02,0.00,5.46,-5.46,-63.13,605.37,USA High,2,0.00,0,1,0,0
15.1,MNQ 03-26,2025-12-04 10:29:00,Short,25963.2168864149,2025-12-04 10:32:00,25916.5,TP1_Short_03,93.43,1.82,91.61,-13.13,187.87,USA High,3,1.03,0,1,0,0
12.2,MNQ 03-26,2025-12-03 10:20:00,Long,25705.2657139909,2025-12-03 16:11:00,25931.75,TP2_Long_01,452.97,1.82,451.15,-88.06,533.94,Asia Low,1,3.59,0,1,0,0
13,MNQ 03-26,2025-12-03 16:21:00,Short,25933.7469633392,2025-12-04 05:41:00,25939.25,SL_Short_01,-99.05,16.38,-115.43,-99.05,1399.45,USA High,1,-1.00,0,1,0,0
14,MNQ 03-26,2025-12-04 05:47:00,Short,25940.2409440176,2025-12-04 06:53:00,25897.25,TP1_Short_02,343.93,7.28,336.65,-63.13,605.37,USA High,2,3.63,0,1,0,0
14.2,MNQ 03-26,2025-12-04 05:47:00,Short,25940.2409440176,2025-12-04 10:08:00,25940.2409440176,SL_Short_02,0.00,5.46,-5.46,-63.13,605.37,USA High,2,0.00,0,1,0,0
15.1,MNQ 03-26,2025-12-04 10:29:00,Short,25963.2168864149,2025-12-04 10:32:00,25916.5,TP1_Short_03,93.43,1.82,91.61,-13.13,187.87,USA High,3,1.03,0,1,0,0
15.2,MNQ 03-26,2025-12-04 10:29:00,Short,25963.2168864149,2025-12-04 22:29:00,25963.2168864149,SL_Short_03,0.00,1.82,-1.82,-13.13,445.93,USA High,3,0.00,0,1,0,0
16,MNQ 03-26,2025-12-05 04:11:00,Short,25992.2419175505,2025-12-05 04:21:00,25998.25,SL_Short_01,-96.13,14.56,-110.69,-96.13,135.87,Europe High,1,-1.00,0,1,0,0
17,MNQ 03-26,2025-12-05 04:35:00,Short,25997.7471332837,2025-12-05 05:01:00,25974.25,TP2_Short_02,93.99,3.64,90.35,-34.02,189.98,Europe High,2,1.04,0,1,0,0
17.2,MNQ 03-26,2025-12-05 04:35:00,Short,25997.7471332837,2025-12-05 08:23:00,25948.5,TP1_Short_02,196.99,3.64,193.35,-34.02,197.99,Europe High,2,2.19,0,1,0,0
18.1,MNQ 03-26,2025-12-05 09:59:00,Long,25862.024832236,2025-12-05 10:29:00,25930.75,TP1_Long_01,137.45,1.82,135.63,-8.10,275.90,Asia Low,1,1.14,0,1,0,0
18.2,MNQ 03-26,2025-12-05 09:59:00,Long,25862.024832236,2025-12-05 10:31:00,25984.25,TP2_Long_01,244.45,1.82,242.63,-8.10,275.90,Asia Low,1,2.04,0,1,0,0
15.2,MNQ 03-26,2025-12-04 10:29:00,Short,25963.2168864149,2025-12-04 22:29:00,25963.2168864149,SL_Short_03,0.00,1.82,-1.82,-13.13,445.93,USA High,3,0.00,0,1,0,0
16,MNQ 03-26,2025-12-05 04:11:00,Short,25992.2419175505,2025-12-05 04:21:00,25998.25,SL_Short_01,-96.13,14.56,-110.69,-96.13,135.87,Europe High,1,-1.00,0,1,0,0
17,MNQ 03-26,2025-12-05 04:35:00,Short,25997.7471332837,2025-12-05 05:01:00,25974.25,TP2_Short_02,93.99,3.64,90.35,-34.02,189.98,Europe High,2,1.04,0,1,0,0
17.2,MNQ 03-26,2025-12-05 04:35:00,Short,25997.7471332837,2025-12-05 08:23:00,25948.5,TP1_Short_02,196.99,3.64,193.35,-34.02,197.99,Europe High,2,2.19,0,1,0,0
18.1,MNQ 03-26,2025-12-05 09:59:00,Long,25862.024832236,2025-12-05 10:29:00,25930.75,TP1_Long_01,137.45,1.82,135.63,-8.10,275.90,Asia Low,1,1.14,0,1,0,0
18.2,MNQ 03-26,2025-12-05 09:59:00,Long,25862.024832236,2025-12-05 10:31:00,25984.25,TP2_Long_01,244.45,1.82,242.63,-8.10,275.90,Asia Low,1,2.04,0,1,0,0
19,MNQ 03-26,2025-12-08 11:32:00,Long,25937.7664310399,2025-12-08 11:57:00,25909.75,SL_Long_01,-112.07,3.64,-115.71,-112.07,158.93,Asia Low,1,-1.00,0,1,0,0
20,MNQ 03-26,2025-12-08 12:00:00,Long,25921.25,2025-12-08 12:01:00,25903,SL_Long_01,-109.50,5.46,-114.96,-109.50,0.00,USA Low,1,-1.00,0,1,0,0
21,MNQ 03-26,2025-12-08 12:26:00,Long,25908.0092828016,2025-12-08 13:01:00,25875.25,SL_Long_02,-131.04,3.64,-134.68,-131.04,62.96,USA Low,2,-1.00,0,1,0,0
22,MNQ 03-26,2025-12-08 13:12:00,Long,25882.5129636218,2025-12-08 13:27:00,25855.25,SL_Long_03,-109.05,3.64,-112.69,-109.05,35.95,USA Low,3,-1.00,0,1,0,0
23,MNQ 03-26,2025-12-08 13:46:00,Long,25874.037405828,2025-12-08 14:57:00,25846.75,SL_Long_04,-109.15,3.64,-112.79,-109.15,302.85,USA Low,4,-1.00,0,1,0,0
24,MNQ 03-26,2025-12-08 15:03:00,Long,25834.75,2025-12-08 17:30:00,25937.5,TP1_Long_01,411.00,3.64,407.36,-85.50,618.00,Europe Low,1,3.81,0,1,0,0
19,MNQ 03-26,2025-12-08 11:32:00,Long,25937.7664310399,2025-12-08 11:57:00,25909.75,SL_Long_01,-112.07,3.64,-115.71,-112.07,158.93,Asia Low,1,-1.00,0,1,0,0
20,MNQ 03-26,2025-12-08 12:00:00,Long,25921.25,2025-12-08 12:01:00,25903,SL_Long_01,-109.50,5.46,-114.96,-109.50,0.00,USA Low,1,-1.00,0,1,0,0
21,MNQ 03-26,2025-12-08 12:26:00,Long,25908.0092828016,2025-12-08 13:01:00,25875.25,SL_Long_02,-131.04,3.64,-134.68,-131.04,62.96,USA Low,2,-1.00,0,1,0,0
22,MNQ 03-26,2025-12-08 13:12:00,Long,25882.5129636218,2025-12-08 13:27:00,25855.25,SL_Long_03,-109.05,3.64,-112.69,-109.05,35.95,USA Low,3,-1.00,0,1,0,0
24.2,MNQ 03-26,2025-12-08 15:03:00,Long,25834.75,2025-12-09 10:32:00,25834.75,SL_Long_01,0.00,1.82,-1.82,-85.50,618.00,Europe Low,1,0.00,0,1,0,0
23,MNQ 03-26,2025-12-08 13:46:00,Long,25874.037405828,2025-12-08 14:57:00,25846.75,SL_Long_04,-109.15,3.64,-112.79,-109.15,302.85,USA Low,4,-1.00,0,1,0,0
25.1,MNQ 03-26,2025-12-09 10:38:00,Long,25845.25,2025-12-09 10:41:00,25902.5,TP1_Long_01,114.50,1.82,112.68,-8.00,230.00,USA Low,1,0.89,0,1,0,0
24,MNQ 03-26,2025-12-08 15:03:00,Long,25834.75,2025-12-08 17:30:00,25937.5,TP1_Long_01,411.00,3.64,407.36,-85.50,618.00,Europe Low,1,3.81,0,1,0,0
24.2,MNQ 03-26,2025-12-08 15:03:00,Long,25834.75,2025-12-09 10:32:00,25834.75,SL_Long_01,0.00,1.82,-1.82,-85.50,618.00,Europe Low,1,0.00,0,1,0,0
25.1,MNQ 03-26,2025-12-09 10:38:00,Long,25845.25,2025-12-09 10:41:00,25902.5,TP1_Long_01,114.50,1.82,112.68,-8.00,230.00,USA Low,1,0.89,0,1,0,0
25.2,MNQ 03-26,2025-12-09 10:38:00,Long,25845.25,2025-12-10 10:36:00,25845.25,SL_Long_01,0.00,1.82,-1.82,-8.00,308.50,USA Low,1,0.00,0,1,0,0
25.2,MNQ 03-26,2025-12-09 10:38:00,Long,25845.25,2025-12-10 10:36:00,25845.25,SL_Long_01,0.00,1.82,-1.82,-8.00,308.50,USA Low,1,0.00,0,1,0,0
26.1,MNQ 03-26,2025-12-10 16:26:00,Short,26097.4987366197,2025-12-10 20:42:00,25950.75,TP1_Short_01,293.50,1.82,291.68,-76.01,587.99,USA High,1,2.85,0,1,0,0
26.2,MNQ 03-26,2025-12-10 16:26:00,Short,26097.4987366197,2025-12-10 22:38:00,25817,TP2_Short_01,561.00,1.82,559.18,-76.01,587.99,USA High,1,5.45,0,1,0,0
26.1,MNQ 03-26,2025-12-10 16:26:00,Short,26097.4987366197,2025-12-10 20:42:00,25950.75,TP1_Short_01,293.50,1.82,291.68,-76.01,587.99,USA High,1,2.85,0,1,0,0
27.1,MNQ 03-26,2025-12-10 23:35:00,Long,25693.6106475963,2025-12-11 05:22:00,25839.75,TP1_Long_01,292.28,1.82,290.46,-25.44,586.56,USA Low,1,1.25,0,1,0,0
26.2,MNQ 03-26,2025-12-10 16:26:00,Short,26097.4987366197,2025-12-10 22:38:00,25817,TP2_Short_01,561.00,1.82,559.18,-76.01,587.99,USA High,1,5.45,0,1,0,0
27.2,MNQ 03-26,2025-12-10 23:35:00,Long,25693.6106475963,2025-12-11 08:32:00,25939,TP2_Long_01,490.78,1.82,488.96,-25.44,586.56,USA Low,1,2.09,0,1,0,0
27.1,MNQ 03-26,2025-12-10 23:35:00,Long,25693.6106475963,2025-12-11 05:22:00,25839.75,TP1_Long_01,292.28,1.82,290.46,-25.44,586.56,USA Low,1,1.25,0,1,0,0
27.2,MNQ 03-26,2025-12-10 23:35:00,Long,25693.6106475963,2025-12-11 08:32:00,25939,TP2_Long_01,490.78,1.82,488.96,-25.44,586.56,USA Low,1,2.09,0,1,0,0
28,MNQ 03-26,2025-12-11 17:48:00,Short,26061.2491091177,2025-12-11 17:51:00,26094.75,SL_Short_01,-134.00,3.64,-137.64,-134.00,3.00,Asia High,1,-1.00,0,1,0,0
29,MNQ 03-26,2025-12-12 05:17:00,Long,25886.2683463796,2025-12-12 05:27:00,25865.75,SL_Long_01,-82.07,3.64,-85.71,-82.07,6.93,Asia Low,1,-1.00,0,1,0,0
30,MNQ 03-26,2025-12-12 05:55:00,Long,25835.393732068,2025-12-12 07:37:00,25815.25,SL_Long_02,-80.57,3.64,-84.21,-80.57,158.43,Asia Low,2,-1.00,0,1,0,0
28,MNQ 03-26,2025-12-11 17:48:00,Short,26061.2491091177,2025-12-11 17:51:00,26094.75,SL_Short_01,-134.00,3.64,-137.64,-134.00,3.00,Asia High,1,-1.00,0,1,0,0
31,MNQ 03-26,2025-12-12 07:47:00,Long,25806.0104758897,2025-12-12 07:49:00,25794.75,SL_Long_03,-90.08,7.28,-97.36,-90.08,27.92,Asia Low,3,-1.00,0,1,0,0
32,MNQ 03-26,2025-12-12 08:01:00,Long,25800.2570682629,2025-12-12 10:31:00,25785.25,SL_Long_04,-90.04,5.46,-95.50,-90.04,512.96,Asia Low,4,-1.00,0,1,0,0
29,MNQ 03-26,2025-12-12 05:17:00,Long,25886.2683463796,2025-12-12 05:27:00,25865.75,SL_Long_01,-82.07,3.64,-85.71,-82.07,6.93,Asia Low,1,-1.00,0,1,0,0
33.1,MNQ 03-26,2025-12-12 10:36:00,Long,25820.75,2025-12-12 10:40:00,25873.5,TP1_Long_05,105.50,1.82,103.68,-20.00,212.00,Asia Low,5,0.58,0,1,0,0
33.2,MNQ 03-26,2025-12-12 10:36:00,Long,25820.75,2025-12-12 10:42:00,25820.75,SL_Long_05,0.00,1.82,-1.82,-20.00,212.00,Asia Low,5,0.00,0,1,0,0
30,MNQ 03-26,2025-12-12 05:55:00,Long,25835.393732068,2025-12-12 07:37:00,25815.25,SL_Long_02,-80.57,3.64,-84.21,-80.57,158.43,Asia Low,2,-1.00,0,1,0,0
31,MNQ 03-26,2025-12-12 07:47:00,Long,25806.0104758897,2025-12-12 07:49:00,25794.75,SL_Long_03,-90.08,7.28,-97.36,-90.08,27.92,Asia Low,3,-1.00,0,1,0,0
34,MNQ 03-26,2025-12-12 10:57:00,Long,25795.2748066605,2025-12-12 11:05:00,25754.5,SL_Long_06,-163.10,3.64,-166.74,-163.10,112.90,Asia Low,6,-1.00,0,1,0,0
32,MNQ 03-26,2025-12-12 08:01:00,Long,25800.2570682629,2025-12-12 10:31:00,25785.25,SL_Long_04,-90.04,5.46,-95.50,-90.04,512.96,Asia Low,4,-1.00,0,1,0,0
33.1,MNQ 03-26,2025-12-12 10:36:00,Long,25820.75,2025-12-12 10:40:00,25873.5,TP1_Long_05,105.50,1.82,103.68,-20.00,212.00,Asia Low,5,0.58,0,1,0,0
33.2,MNQ 03-26,2025-12-12 10:36:00,Long,25820.75,2025-12-12 10:42:00,25820.75,SL_Long_05,0.00,1.82,-1.82,-20.00,212.00,Asia Low,5,0.00,0,1,0,0
35,MNQ 03-26,2025-12-12 11:14:00,Long,25698.7513416029,2025-12-12 11:22:00,25663.25,SL_Long_07,-142.01,3.64,-145.65,-142.01,57.99,Asia Low,7,-1.00,0,1,0,0
34,MNQ 03-26,2025-12-12 10:57:00,Long,25795.2748066605,2025-12-12 11:05:00,25754.5,SL_Long_06,-163.10,3.64,-166.74,-163.10,112.90,Asia Low,6,-1.00,0,1,0,0
35,MNQ 03-26,2025-12-12 11:14:00,Long,25698.7513416029,2025-12-12 11:22:00,25663.25,SL_Long_07,-142.01,3.64,-145.65,-142.01,57.99,Asia Low,7,-1.00,0,1,0,0
36,MNQ 03-26,2025-12-12 11:35:00,Long,25591.002376092,2025-12-12 11:59:00,25548.25,SL_Long_01,-171.01,3.64,-174.65,-171.01,254.99,Europe Low,1,-1.00,0,1,0,0
37,MNQ 03-26,2025-12-12 12:03:00,Long,25495.75,2025-12-12 12:04:00,25466.5,SL_Long_02,-117.00,3.64,-120.64,-117.00,31.00,Europe Low,2,-1.00,0,1,0,0
38,MNQ 03-26,2025-12-12 12:09:00,Long,25466.5013390022,2025-12-12 12:12:00,25419,SL_Long_01,-190.01,3.64,-193.65,-190.01,21.99,Asia Low,1,-1.00,0,1,0,0
39,MNQ 03-26,2025-12-12 12:15:00,Long,25443.25,2025-12-12 12:22:00,25406.5,SL_Long_02,-147.00,3.64,-150.64,-147.00,153.00,Asia Low,2,-1.00,0,1,0,0
36,MNQ 03-26,2025-12-12 11:35:00,Long,25591.002376092,2025-12-12 11:59:00,25548.25,SL_Long_01,-171.01,3.64,-174.65,-171.01,254.99,Europe Low,1,-1.00,0,1,0,0
37,MNQ 03-26,2025-12-12 12:03:00,Long,25495.75,2025-12-12 12:04:00,25466.5,SL_Long_02,-117.00,3.64,-120.64,-117.00,31.00,Europe Low,2,-1.00,0,1,0,0
40,MNQ 03-26,2025-12-12 12:32:00,Long,25429.5566092738,2025-12-12 12:39:00,25386.75,SL_Long_03,-171.23,3.64,-174.87,-171.23,38.77,Asia Low,3,-1.00,0,1,0,0
38,MNQ 03-26,2025-12-12 12:09:00,Long,25466.5013390022,2025-12-12 12:12:00,25419,SL_Long_01,-190.01,3.64,-193.65,-190.01,21.99,Asia Low,1,-1.00,0,1,0,0
39,MNQ 03-26,2025-12-12 12:15:00,Long,25443.25,2025-12-12 12:22:00,25406.5,SL_Long_02,-147.00,3.64,-150.64,-147.00,153.00,Asia Low,2,-1.00,0,1,0,0
40,MNQ 03-26,2025-12-12 12:32:00,Long,25429.5566092738,2025-12-12 12:39:00,25386.75,SL_Long_03,-171.23,3.64,-174.87,-171.23,38.77,Asia Low,3,-1.00,0,1,0,0
42,MNQ 03-26,2025-12-15 05:00:00,Short,25541.9489795918,2025-12-15 05:00:00,25541.5,TP1_Short_01,3.59,7.28,-3.69,-0.71,0.00,Asia High,1,0.04,0,1,0,0
42.2,MNQ 03-26,2025-12-15 05:00:00,Short,25541.9489795918,2025-12-15 05:00:00,25538.75,SL_Long_04,19.19,5.46,13.73,-0.71,0.00,Asia High,1,0.20,0,1,0,0
42,MNQ 03-26,2025-12-15 05:00:00,Short,25541.9489795918,2025-12-15 05:00:00,25541.5,TP1_Short_01,3.59,7.28,-3.69,-0.71,0.00,Asia High,1,0.04,0,1,0,0
42.2,MNQ 03-26,2025-12-15 05:00:00,Short,25541.9489795918,2025-12-15 05:00:00,25538.75,SL_Long_04,19.19,5.46,13.73,-0.71,0.00,Asia High,1,0.20,0,1,0,0
43.1,MNQ 03-26,2025-12-15 11:37:00,Long,25349.056194929,2025-12-15 12:18:00,25469.75,TP1_Long_01,241.39,1.82,239.57,-87.22,483.78,USA Low,1,0.96,0,1,0,0
43.2,MNQ 03-26,2025-12-15 11:37:00,Long,25349.056194929,2025-12-15 13:51:00,25349.056194929,SL_Long_01,0.00,1.82,-1.82,-87.22,483.78,USA Low,1,0.00,0,1,0,0
43.1,MNQ 03-26,2025-12-15 11:37:00,Long,25349.056194929,2025-12-15 12:18:00,25469.75,TP1_Long_01,241.39,1.82,239.57,-87.22,483.78,USA Low,1,0.96,0,1,0,0
43.2,MNQ 03-26,2025-12-15 11:37:00,Long,25349.056194929,2025-12-15 13:51:00,25349.056194929,SL_Long_01,0.00,1.82,-1.82,-87.22,483.78,USA Low,1,0.00,0,1,0,0
44,MNQ 03-26,2025-12-15 19:59:00,Long,25302,2025-12-15 20:07:00,25284.25,SL_Long_02,-106.50,5.46,-111.96,-106.50,90.00,USA Low,2,-1.00,0,1,0,0
45,MNQ 03-26,2025-12-15 20:21:00,Long,25252.25,2025-12-15 21:01:00,25240.25,SL_Long_03,-96.00,7.28,-103.28,-96.00,336.00,USA Low,3,-1.00,0,1,0,0
46,MNQ 03-26,2025-12-15 21:10:00,Long,25247.2523558758,2025-12-15 21:35:00,25230.25,SL_Long_04,-102.01,5.46,-107.47,-102.01,92.99,USA Low,4,-1.00,0,1,0,0
47,MNQ 03-26,2025-12-15 22:02:00,Long,25139.2755000485,2025-12-15 23:34:00,25112.25,SL_Long_05,-108.10,3.64,-111.74,-108.10,186.90,USA Low,5,-1.00,0,1,0,0
48,MNQ 03-26,2025-12-16 00:04:00,Long,25139.834339537,2025-12-16 03:38:00,25103,SL_Long_06,-147.34,3.64,-150.98,-147.34,142.66,USA Low,6,-1.00,0,1,0,0
49,MNQ 03-26,2025-12-16 03:43:00,Long,25101.00062751,2025-12-16 03:45:00,25090.25,SL_Long_07,-107.51,9.10,-116.61,-107.51,57.49,USA Low,7,-1.00,0,1,0,0
44,MNQ 03-26,2025-12-15 19:59:00,Long,25302,2025-12-15 20:07:00,25284.25,SL_Long_02,-106.50,5.46,-111.96,-106.50,90.00,USA Low,2,-1.00,0,1,0,0
45,MNQ 03-26,2025-12-15 20:21:00,Long,25252.25,2025-12-15 21:01:00,25240.25,SL_Long_03,-96.00,7.28,-103.28,-96.00,336.00,USA Low,3,-1.00,0,1,0,0
46,MNQ 03-26,2025-12-15 21:10:00,Long,25247.2523558758,2025-12-15 21:35:00,25230.25,SL_Long_04,-102.01,5.46,-107.47,-102.01,92.99,USA Low,4,-1.00,0,1,0,0
47,MNQ 03-26,2025-12-15 22:02:00,Long,25139.2755000485,2025-12-15 23:34:00,25112.25,SL_Long_05,-108.10,3.64,-111.74,-108.10,186.90,USA Low,5,-1.00,0,1,0,0
48,MNQ 03-26,2025-12-16 00:04:00,Long,25139.834339537,2025-12-16 03:38:00,25103,SL_Long_06,-147.34,3.64,-150.98,-147.34,142.66,USA Low,6,-1.00,0,1,0,0
49,MNQ 03-26,2025-12-16 03:43:00,Long,25101.00062751,2025-12-16 03:45:00,25090.25,SL_Long_07,-107.51,9.10,-116.61,-107.51,57.49,USA Low,7,-1.00,0,1,0,0
50,MNQ 03-26,2025-12-17 05:00:00,Short,25416.3161357341,2025-12-17 05:16:00,25436.25,SL_Short_01,-79.74,3.64,-83.38,-79.74,56.26,Asia High,1,-1.00,0,1,0,0
51,MNQ 03-26,2025-12-17 05:29:00,Short,25435.2495518566,2025-12-17 05:36:00,25446,SL_Short_01,-107.50,9.10,-116.60,-107.50,80.00,USA High,1,-1.00,0,1,0,0
52,MNQ 03-26,2025-12-17 06:06:00,Short,25462.724317817,2025-12-17 06:10:00,25470.25,SL_Short_02,-105.36,12.74,-118.10,-105.36,34.64,USA High,2,-1.00,0,1,0,0
53,MNQ 03-26,2025-12-17 06:21:00,Short,25475.4987828627,2025-12-17 06:33:00,25483,SL_Short_03,-105.02,12.74,-117.76,-105.02,174.98,USA High,3,-1.00,0,1,0,0
54,MNQ 03-26,2025-12-17 06:44:00,Short,25477.1028999065,2025-12-17 06:57:00,25491.5,SL_Short_04,-86.38,5.46,-91.84,-86.38,26.12,USA High,4,-1.00,0,1,0,0
55,MNQ 03-26,2025-12-17 07:00:00,Short,25485,2025-12-17 07:06:00,25492,SL_Short_05,-98.00,12.74,-110.74,-98.00,119.00,USA High,5,-1.00,0,1,0,0
56,MNQ 03-26,2025-12-17 07:22:00,Short,25477.3772160997,2025-12-17 08:49:00,25499.25,SL_Short_06,-87.49,3.64,-91.13,-87.49,22.51,USA High,6,-1.00,0,1,0,0
50,MNQ 03-26,2025-12-17 05:00:00,Short,25416.3161357341,2025-12-17 05:16:00,25436.25,SL_Short_01,-79.74,3.64,-83.38,-79.74,56.26,Asia High,1,-1.00,0,1,0,0
51,MNQ 03-26,2025-12-17 05:29:00,Short,25435.2495518566,2025-12-17 05:36:00,25446,SL_Short_01,-107.50,9.10,-116.60,-107.50,80.00,USA High,1,-1.00,0,1,0,0
52,MNQ 03-26,2025-12-17 06:06:00,Short,25462.724317817,2025-12-17 06:10:00,25470.25,SL_Short_02,-105.36,12.74,-118.10,-105.36,34.64,USA High,2,-1.00,0,1,0,0
